Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,Gambill J.M.,Fish M.,45,42,6-4 6-4 6-1
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Gimelstob J.,Clement A.,Gimelstob J.,96,30,2-6 6-3 6-4 6-7 6-1
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Kuerten G.,Martin T.,Martin T.,13,102,6-7 4-6 4-6
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Bjorkman J.,Bjorkman J.,100,79,4-6 2-6 6-2 3-6
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Mirnyi M.,Ljubicic I.,Mirnyi M.,43,39,6-3 6-4 2-6 6-2
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Robredo T.,Vahaly B.,Robredo T.,21,81,6-4 6-4 6-2
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Rusedski G.,Roddick A.,Roddick A.,51,6,6-7 6-7 5-7
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Santoro F.,Schuettler R.,Schuettler R.,49,8,2-6 3-6 3-6
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Saretta F.,Calleri A.,Saretta F.,60,18,6-4 6-7 6-2 6-7 10-8
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Schalken S.,Lapentti N.,Schalken S.,12,47,6-2 3-6 6-7 7-6 6-3
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Srichaphan P.,Mutis O.,Srichaphan P.,11,78,4-6 1-6 7-6 7-5 7-5
Wimbledon,2003-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Lopez F.,Lopez F.,25,52,6-7 3-6 2-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Blake J.,Sargsian S.,Sargsian S.,27,62,2-6 6-7 2-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Burgsmuller L.,Agassi A.,Agassi A.,88,1,3-6 6-7 3-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Draper S.,Stepanek R.,Stepanek R.,115,38,6-7 3-6 1-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Dupuis A.,Rochus O.,Rochus O.,74,65,6-2 3-6 6-4 6-7 4-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,El Aynaoui Y.,Massu N.,El Aynaoui Y.,22,80,7-6 3-6 7-6 6-4
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Galvani S.,Nieminen J.,Nieminen J.,159,32,4-6 7-5 4-6 6-7
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Grosjean S.,Arthurs W.,Grosjean S.,14,77,6-3 6-4 6-7 6-3
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Kucera K.,Suzuki T.,Kucera K.,46,303,6-3 7-5 6-2
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Llodra M.,Henman T.,Henman T.,136,29,4-6 4-6 3-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Nalbandian D.,Sa A.,Nalbandian D.,9,84,6-2 7-5 6-2
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Niemeyer F.,Moodie W.,Moodie W.,308,150,6-7 6-4 6-2 1-6 5-7
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Novak J.,Ferrer D.,Novak J.,10,64,6-2 7-5 6-3
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Philippoussis M.,Saulnier C.,Philippoussis M.,48,124,6-3 6-2 7-6
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Sluiter R.,Popp A.,198,67,7-6 4-6 6-3 6-7 6-2
Wimbledon,2003-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Soderling R.,Elseneer G.,Soderling R.,152,160,2-6 7-6 6-4 6-3
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Fish M.,Federer R.,Federer R.,45,5,3-6 1-6 6-4 1-6
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Gimelstob J.,Bjorkman J.,Bjorkman J.,96,79,1-6 3-6 3-6
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Lopez F.,Saretta F.,Lopez F.,52,60,6-4 6-4 6-4
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Martin T.,Schuettler R.,Schuettler R.,102,8,6-4 5-7 7-6 1-6 5-7
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Mirnyi M.,Karlovic I.,Mirnyi M.,43,203,7-6 3-6 6-3 7-6
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Nadal R.,Srichaphan P.,Srichaphan P.,76,11,4-6 4-6 2-6
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Roddick A.,Robredo T.,Roddick A.,6,21,7-6 6-4 6-4
Wimbledon,2003-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Schalken S.,Hanescu V.,Schalken S.,12,99,6-2 6-4 7-6
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Agassi A.,El Aynaoui Y.,Agassi A.,1,22,5-7 6-4 7-6 7-6
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Henman T.,Soderling R.,Henman T.,29,152,6-3 6-1 6-4
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Moodie W.,Grosjean S.,Grosjean S.,150,14,7-6 2-6 4-6 4-6
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Nalbandian D.,Kucera K.,Nalbandian D.,9,46,6-4 5-7 6-7 6-4 6-2
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Nieminen J.,Rochus O.,Rochus O.,32,65,6-7 3-6 1-6
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Popp A.,Novak J.,Popp A.,198,10,6-3 6-4 7-6
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Sargsian S.,Ferrero J.C.,Ferrero J.C.,62,3,4-6 4-6 6-2 4-6
Wimbledon,2003-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Stepanek R.,Philippoussis M.,Philippoussis M.,38,48,6-4 6-7 4-6 6-7
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Agassi A.,Philippoussis M.,Philippoussis M.,1,48,3-6 6-2 7-6 3-6 4-6
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Bjorkman J.,Mirnyi M.,Bjorkman J.,79,43,6-4 3-6 6-3 7-6
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Lopez F.,Federer R.,Federer R.,52,5,6-7 4-6 4-6
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Nalbandian D.,Henman T.,Henman T.,9,29,2-6 7-6 5-7 3-6
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Rochus O.,Popp A.,Popp A.,65,198,7-5 3-6 4-6 2-6
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Roddick A.,Srichaphan P.,Roddick A.,6,11,6-4 3-6 6-3 6-2
Wimbledon,2003-06-30,Grand Slam,Outdoor,Grass,4th Round,5,Schalken S.,Schuettler R.,Schalken S.,12,8,7-5 6-4 7-5
Wimbledon,2003-07-01,Grand Slam,Outdoor,Grass,4th Round,5,Grosjean S.,Ferrero J.C.,Grosjean S.,14,3,6-2 4-6 7-6 7-6
Wimbledon,2003-07-03,Grand Slam,Outdoor,Grass,Quarterfinals,5,Bjorkman J.,Roddick A.,Roddick A.,79,6,4-6 2-6 4-6
Wimbledon,2003-07-03,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Schalken S.,Federer R.,5,12,6-3 6-4 6-4
Wimbledon,2003-07-03,Grand Slam,Outdoor,Grass,Quarterfinals,5,Henman T.,Grosjean S.,Grosjean S.,29,14,6-7 6-3 3-6 4-6
Wimbledon,2003-07-03,Grand Slam,Outdoor,Grass,Quarterfinals,5,Philippoussis M.,Popp A.,Philippoussis M.,48,198,4-6 4-6 6-3 6-3 8-6
Wimbledon,2003-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Roddick A.,Federer R.,5,6,7-6 6-3 6-3
Wimbledon,2003-07-04,Grand Slam,Outdoor,Grass,Semifinals,5,Grosjean S.,Philippoussis M.,Philippoussis M.,14,48,6-7 3-6 3-6
Wimbledon,2003-07-06,Grand Slam,Outdoor,Grass,The Final,5,Philippoussis M.,Federer R.,Federer R.,48,5,6-7 2-6 6-7
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Blanco G.,Koubek S.,Koubek S.,104,71,1-6 6-1 3-6
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Chela J.I.,Sa A.,Chela J.I.,31,138,6-0 6-2
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Dupuis A.,Davydenko N.,Dupuis A.,70,33,7-6 7-6
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Mathieu P.H.,Mathieu P.H.,266,59,3-6 1-6
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Lammer M.,Rochus C.,Rochus C.,276,89,3-6 5-7
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Lisnard J.R.,Wawrinka S.,Lisnard J.R.,99,363,2-6 6-1 7-5
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Novak J.,Sargsian S.,Novak J.,10,53,6-3 6-3
Allianz Suisse Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Vliegen K.,Gaudio G.,Gaudio G.,105,27,3-6 4-6
Hall of Fame Championships,2003-07-07,International,Outdoor,Grass,1st Round,3,Amritraj P.,Ginepri R.,Ginepri R.,414,54,1-6 4-6
Hall of Fame Championships,2003-07-07,International,Outdoor,Grass,1st Round,3,Gimelstob J.,Morrison J.,Gimelstob J.,86,201,6-4 4-6 7-6
Hall of Fame Championships,2003-07-07,International,Outdoor,Grass,1st Round,3,Mamiit C.,Knowle J.,Knowle J.,144,169,4-6 2-6
Hall of Fame Championships,2003-07-07,International,Outdoor,Grass,1st Round,3,Stoliarov A.,Kendrick R.,Stoliarov A.,172,128,6-2 6-4
Hall of Fame Championships,2003-07-07,International,Outdoor,Grass,1st Round,3,Thomann N.,Melzer J.,Melzer J.,140,96,3-6 7-6 4-6
Swedish Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Lapentti N.,Horna L.,Lapentti N.,76,106,6-4 7-5
Swedish Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Martin A.,Mutis O.,Mutis O.,65,75,6-7 3-6
Swedish Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Rehnquist B.,Andersson H.,Rehnquist B.,158,388,6-3 6-1
Swedish Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Rochus O.,Youzhny M.,Youzhny M.,52,30,6-7 6-7
Swedish Open,2003-07-07,International,Outdoor,Clay,1st Round,3,Voinea A.,Prpic A.,Voinea A.,137,376,7-6 6-2
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Armando H.,Stepanek R.,Stepanek R.,327,39,3-6 3-6
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Arthurs W.,Schuettler R.,Schuettler R.,91,8,2-6 3-6
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Corretja A.,van Lottum J.,Corretja A.,36,87,6-1 6-2
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Federer R.,Lopez M.,Federer R.,3,190,6-3 6-7 6-3
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Krajan Z.,Burgsmuller L.,Burgsmuller L.,124,78,2-6 7-6 1-6
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Kratochvil M.,Behrend T.,Kratochvil M.,152,98,6-4 6-7 6-2
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Labadze I.,Lopez F.,Lopez F.,108,50,0-6 2-6
Allianz Suisse Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Sanchez D.,Beck K.,Sanchez D.,56,77,6-4 7-5
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Blake J.,Carraz G.,Carraz G.,24,127,6-7 7-5 4-6
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Bryan B.,Brown D.,Bryan B.,299,599,6-7 6-3 6-4
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Fish M.,Vemic D.,Vemic D.,40,319,6-7 5-7
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Fleishman Z.,Johansson J.,Fleishman Z.,265,196,6-3 6-4
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Heuberger I.,Saulnier C.,Saulnier C.,129,109,3-6 1-6
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Kim A.,Shimada T.,Kim A.,153,1351,7-5 6-3
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Salzenstein J.,Bastl G.,Salzenstein J.,199,200,6-1 6-3
Hall of Fame Championships,2003-07-08,International,Outdoor,Grass,1st Round,3,Vahaly B.,Miranda I.,Miranda I.,74,119,6-7 3-6
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Browne F.,Volandri F.,Volandri F.,125,68,1-6 1-6
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Ferrer D.,Vicente F.,Ferrer D.,63,55,6-4 6-3
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Massu N.,Zabaleta M.,Zabaleta M.,72,41,6-2 3-6 3-6
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Moya C.,Hrbaty D.,Moya C.,4,62,6-2 6-7 6-3
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Nadal R.,El Aynaoui Y.,Nadal R.,61,21,6-3 4-6 6-3
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Norman M.,Arazi H.,Arazi H.,79,88,5-7 4-6
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Puerta M.,Bjorkman J.,Bjorkman J.,97,47,6-7 4-6
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Sarstrand M.,Robredo T.,Robredo T.,397,20,3-6 2-6
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Soderling R.,Hipfl M.,Soderling R.,123,310,7-5 6-1
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Squillari F.,Svarc L.,Squillari F.,84,344,6-4 6-3
Swedish Open,2003-07-08,International,Outdoor,Clay,1st Round,3,Wassen R.,Portas A.,Portas A.,321,83,4-6 3-6
Allianz Suisse Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Dupuis A.,Koubek S.,Koubek S.,70,71,1-6 2-6
Allianz Suisse Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Burgsmuller L.,Gaudio G.,27,78,4-6 6-2 6-4
Allianz Suisse Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Lopez F.,Chela J.I.,Chela J.I.,50,31,4-6 7-6 6-7
Allianz Suisse Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Novak J.,Mathieu P.H.,Novak J.,10,59,1-6 6-2 6-3
Hall of Fame Championships,2003-07-09,International,Outdoor,Grass,1st Round,3,Guccione C.,Pescosolido S.,Guccione C.,655,143,7-6 7-6
Hall of Fame Championships,2003-07-09,International,Outdoor,Grass,2nd Round,3,Saulnier C.,Draper S.,Saulnier C.,109,117,6-2 6-3
Hall of Fame Championships,2003-07-09,International,Outdoor,Grass,2nd Round,3,Vemic D.,Bryan B.,Bryan B.,319,299,4-6 2-6
Swedish Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Lapentti N.,Voinea A.,Lapentti N.,76,137,6-4 7-6
Swedish Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Portas A.,Nadal R.,Nadal R.,83,61,0-6 4-6
Swedish Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Rehnquist B.,Zabaleta M.,Zabaleta M.,158,41,1-6 2-6
Swedish Open,2003-07-09,International,Outdoor,Clay,2nd Round,3,Youzhny M.,Squillari F.,Youzhny M.,30,84,6-1 5-7 6-2
Allianz Suisse Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Corretja A.,Sanchez D.,Sanchez D.,36,56,4-6 4-6
Allianz Suisse Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Federer R.,Lisnard J.R.,Federer R.,3,99,6-1 6-2
Allianz Suisse Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Kratochvil M.,Stepanek R.,Stepanek R.,152,39,3-6 6-7
Allianz Suisse Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Schuettler R.,Rochus C.,Schuettler R.,8,89,6-3 7-6
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,2nd Round,3,Gimelstob J.,Fleishman Z.,Gimelstob J.,86,265,1-6 6-3 6-3
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,2nd Round,3,Ginepri R.,van Scheppingen D.,Ginepri R.,54,145,6-4 7-6
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,2nd Round,3,Guccione C.,Carraz G.,Carraz G.,655,127,7-6 6-7 4-6
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,2nd Round,3,Knowle J.,Melzer J.,Melzer J.,169,96,3-6 7-5 4-6
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,2nd Round,3,Salzenstein J.,Kim A.,Salzenstein J.,199,153,6-1 5-7 6-3
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,2nd Round,3,Stoliarov A.,Miranda I.,Miranda I.,172,119,6-7 1-6
Hall of Fame Championships,2003-07-10,International,Outdoor,Grass,Quarterfinals,3,Saulnier C.,Bryan B.,Bryan B.,109,299,4-6 3-6
Swedish Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Ferrer D.,Bjorkman J.,Bjorkman J.,63,47,2-6 1-6
Swedish Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Moya C.,Soderling R.,Moya C.,4,123,6-3 6-4
Swedish Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Mutis O.,Volandri F.,Volandri F.,75,68,3-6 0-6
Swedish Open,2003-07-10,International,Outdoor,Clay,2nd Round,3,Robredo T.,Arazi H.,Robredo T.,20,88,4-6 6-2 6-4
Allianz Suisse Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Chela J.I.,Novak J.,Novak J.,31,10,3-6 3-6
Allianz Suisse Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Koubek S.,Gaudio G.,Gaudio G.,71,27,3-6 1-6
Allianz Suisse Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Stepanek R.,Schuettler R.,Stepanek R.,39,8,6-4 6-2
Hall of Fame Championships,2003-07-11,International,Outdoor,Grass,Quarterfinals,3,Gimelstob J.,Carraz G.,Carraz G.,86,127,6-2 1-6 6-7
Hall of Fame Championships,2003-07-11,International,Outdoor,Grass,Quarterfinals,3,Melzer J.,Salzenstein J.,Melzer J.,96,199,7-5 7-6
Swedish Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Bjorkman J.,Moya C.,4,47,6-4 6-3
Swedish Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Nadal R.,Lapentti N.,Lapentti N.,61,76,6-3 3-6 6-7
Swedish Open,2003-07-11,International,Outdoor,Clay,Quarterfinals,3,Zabaleta M.,Youzhny M.,Zabaleta M.,41,30,4-6 7-5 6-1
Allianz Suisse Open,2003-07-12,International,Outdoor,Clay,Semifinals,3,Gaudio G.,Federer R.,Federer R.,27,3,1-6 6-7
Allianz Suisse Open,2003-07-12,International,Outdoor,Clay,Semifinals,3,Novak J.,Stepanek R.,Novak J.,10,39,7-5 6-1
Hall of Fame Championships,2003-07-12,International,Outdoor,Grass,Quarterfinals,3,Ginepri R.,Miranda I.,Ginepri R.,54,119,7-5 6-2
Hall of Fame Championships,2003-07-12,International,Outdoor,Grass,Semifinals,3,Bryan B.,Melzer J.,Melzer J.,299,96,0-6 6-4 6-7
Hall of Fame Championships,2003-07-12,International,Outdoor,Grass,Semifinals,3,Ginepri R.,Carraz G.,Ginepri R.,54,127,6-3 7-6
Swedish Open,2003-07-12,International,Outdoor,Clay,Quarterfinals,3,Volandri F.,Robredo T.,Robredo T.,68,20,4-6 4-6
Swedish Open,2003-07-12,International,Outdoor,Clay,Semifinals,3,Robredo T.,Lapentti N.,Lapentti N.,20,76,4-6 2-6
Swedish Open,2003-07-12,International,Outdoor,Clay,Semifinals,3,Zabaleta M.,Moya C.,Zabaleta M.,41,4,2-6 6-3 6-4
Allianz Suisse Open,2003-07-13,International,Outdoor,Clay,The Final,5,Novak J.,Federer R.,Novak J.,10,3,5-7 6-3 6-3 1-6 6-3
Hall of Fame Championships,2003-07-13,International,Outdoor,Grass,The Final,3,Melzer J.,Ginepri R.,Ginepri R.,96,54,4-6 7-6 1-6
Swedish Open,2003-07-13,International,Outdoor,Clay,The Final,3,Zabaleta M.,Lapentti N.,Zabaleta M.,41,76,6-3 6-4
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Abel M.,Dupuis A.,Abel M.,191,71,2-6 6-3 7-6
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Behrend T.,Boutter J.,Behrend T.,98,95,3-6 6-2 6-1
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Furlan R.,Mutis O.,Mutis O.,164,75,4-6 1-6
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Martin A.,Delgado R.,Martin A.,67,176,7-6 6-3
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Mello R.,Lopez F.,Lopez F.,111,50,1-6 4-6
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Popp A.,Etlis G.,Etlis G.,99,216,3-6 2-6
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Sargsian S.,Saretta F.,Sargsian S.,54,58,6-4 6-2
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Starace P.,Lopez M.,Lopez M.,169,184,3-6 5-7
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Vanek J.,Greul S.,Vanek J.,131,163,4-6 6-1 6-3
Mercedes Cup,2003-07-14,International Gold,Outdoor,Clay,1st Round,3,Zib T.,Mathieu P.H.,Mathieu P.H.,168,62,1-6 2-6
Priority Telecom Dutch Open,2003-07-14,International,Outdoor,Clay,1st Round,3,Massu N.,Arazi H.,Massu N.,73,83,4-6 6-4 7-6
Priority Telecom Dutch Open,2003-07-14,International,Outdoor,Clay,1st Round,3,Portas A.,Horna L.,Horna L.,90,105,3-6 5-7
Priority Telecom Dutch Open,2003-07-14,International,Outdoor,Clay,1st Round,3,Rochus C.,Vliegen K.,Rochus C.,89,106,6-4 4-6 7-5
Priority Telecom Dutch Open,2003-07-14,International,Outdoor,Clay,1st Round,3,Voinea A.,Hipfl M.,Hipfl M.,128,294,6-2 4-6 3-6
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,1st Round,3,Lapentti N.,Koubek S.,Lapentti N.,64,66,6-4 6-2
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,1st Round,3,Norman M.,Burgsmuller L.,Burgsmuller L.,88,78,4-6 5-7
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,1st Round,3,Petzschner P.,Nadal R.,Nadal R.,317,56,5-7 1-6
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,1st Round,3,Rochus O.,Kratochvil M.,Rochus O.,52,149,3-6 6-2 6-3
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,1st Round,3,Zabaleta M.,Ferrer D.,Ferrer D.,32,63,6-7 4-6
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,2nd Round,3,Coria G.,Mathieu P.H.,Coria G.,7,62,7-5 6-3
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,2nd Round,3,Costa A.,Vanek J.,Vanek J.,17,131,6-7 3-6
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,2nd Round,3,Etlis G.,El Aynaoui Y.,El Aynaoui Y.,216,23,6-7 4-6
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,2nd Round,3,Lopez F.,Mantilla F.,Lopez F.,50,15,1-6 6-3 7-6
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,2nd Round,3,Mirnyi M.,Lopez M.,Mirnyi M.,33,184,6-4 6-3
Mercedes Cup,2003-07-15,International Gold,Outdoor,Clay,2nd Round,3,Mutis O.,Davydenko N.,Davydenko N.,75,36,0-6 6-7
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Armando H.,Wawrinka S.,Wawrinka S.,304,348,4-6 4-6
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Chela J.I.,Puerta M.,Chela J.I.,31,97,6-3 6-1
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Hernandez O.,Hemmes F.,Hernandez O.,139,259,6-1 6-1
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Levinsky J.,Sa A.,Sa A.,403,134,2-6 6-4 6-7
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Lisnard J.R.,Gaudio G.,Lisnard J.R.,96,30,6-0 7-6
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Ramirez Hidalgo R.,Clavet F.,Ramirez Hidalgo R.,93,214,6-4 6-2
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Verkerk M.,Galimberti G.,Galimberti G.,16,136,6-3 1-6 4-6
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,Waske A.,Sluiter R.,Sluiter R.,129,72,4-6 3-6
Priority Telecom Dutch Open,2003-07-15,International,Outdoor,Clay,1st Round,3,van Lottum J.,Vicente F.,van Lottum J.,86,55,7-6 6-0
Mercedes Cup,2003-07-16,International Gold,Outdoor,Clay,2nd Round,3,Behrend T.,Moya C.,Behrend T.,98,4,7-6 7-6
Mercedes Cup,2003-07-16,International Gold,Outdoor,Clay,2nd Round,3,Ljubicic I.,Ferrer D.,Ferrer D.,43,63,6-7 1-6
